Status,#,Vessel name,IMO,Departure port,Country,Commodity,Metric tons,Departure date,Inspection cleared,Income group,Flag,World Bank region,UN region,Development category
Outbound,142,MAHER,8806905,Chornomorsk,Tunisia,Wheat,"7,800",15-Sep-2022,22-Sep-2022,lower-middle income,Tanzania,Middle East & North Africa,Africa,developing
Outbound,143,NORAH,9460289,Chornomorsk,Belgium,Rapeseed,"30,000",15-Sep-2022,20-Sep-2022,high-income,Marshall Islands,Europe & Central Asia,Western Europe and Others,developed
Outbound,144,VALERIO,9244037,Odesa,Türkiye,Corn,"26,000",15-Sep-2022,22-Sep-2022,upper-middle-income,Barbados,Europe & Central Asia,Asia-Pacific,developing
Outbound,145,ANNABELLA,8919788,Chornomorsk,Romania,Rapeseed,"8,500",16-Sep-2022,26-Sep-2022,high-income,Comoros,Europe & Central Asia,Eastern Europe,developed
Outbound,146,BREEZE,9455650,Odesa,Germany,Rapeseed,"47,200",16-Sep-2022,24-Sep-2022,high-income,Liberia,Europe & Central Asia,Western Europe and Others,developed
Outbound,147,CS CIHAN,9045704,Odesa,Egypt,Soya beans,"6,400",16-Sep-2022,23-Sep-2022,lower-middle income,Liberia,Middle East & North Africa,Africa,developing
Outbound,148,NAVIN VULTURE,9543328,Yuzhny/Pivdennyi,Greece,Barley,"2,026",16-Sep-2022,24-Sep-2022,high-income,Marshall Islands,Europe & Central Asia,Western Europe and Others,developed
Outbound +,148,NAVIN VULTURE,9543328,Yuzhny/Pivdennyi,Greece,Corn,"4,258",16-Sep-2022,24-Sep-2022,high-income,Marshall Islands,Europe & Central Asia,Western Europe and Others,developed
Outbound,149,OCTOPUS,9518634,Yuzhny/Pivdennyi,Romania,Corn,"6,500",16-Sep-2022,28-Sep-2022,high-income,Tanzania,Europe & Central Asia,Eastern Europe,developed
Outbound,150,BARONESS,9588407,Chornomorsk,Italy,Wheat,"30,900",17-Sep-2022,26-Sep-2022,high-income,Panama,Europe & Central Asia,Western Europe and Others,developed
Outbound,151,GOZO,9109964,Odesa,Spain,Wheat,"26,000",17-Sep-2022,29-Sep-2022,high-income,Panama,Europe & Central Asia,Western Europe and Others,developed
Outbound,152,HORUS,9635690,Chornomorsk,China,Sunflower meal,"53,012",17-Sep-2022,29-Sep-2022,upper-middle-income,Marshall Islands,East Asia & Pacific,Asia-Pacific,developing
Outbound +,152,HORUS,9635690,Chornomorsk,China,Barley,"9,694",17-Sep-2022,29-Sep-2022,upper-middle-income,Marshall Islands,East Asia & Pacific,Asia-Pacific,developing
Outbound,153,IKARIA ANGEL,9194397,Chornomorsk,Ethiopia,Wheat,"29,459",17-Sep-2022,21-Sep-2022,low-income,Panama,Sub-Saharan Africa,Africa,developing
Outbound +,153,IKARIA ANGEL,9194397,Chornomorsk,Djibouti,Wheat,541,17-Sep-2022,21-Sep-2022,lower-middle income,Panama,Middle East & North Africa,Africa,developing
Outbound,154,PACIFIC ROSE,9299460,Yuzhny/Pivdennyi,Italy,Soya beans,"20,000",17-Sep-2022,28-Sep-2022,high-income,Barbados,Europe & Central Asia,Western Europe and Others,developed
Outbound +,154,PACIFIC ROSE,9299460,Yuzhny/Pivdennyi,Italy,Corn,"5,105",17-Sep-2022,28-Sep-2022,high-income,Barbados,Europe & Central Asia,Western Europe and Others,developed
Outbound,155,VELVET ROSE,9281968,Chornomorsk,China,Sunflower meal,"29,350",17-Sep-2022,26-Sep-2022,upper-middle-income,Panama,East Asia & Pacific,Asia-Pacific,developing
Outbound,156,ADELHEID BR,9387621,Odesa,Türkiye,Barley,"8,750",18-Sep-2022,27-Sep-2022,upper-middle-income,Barbados,Europe & Central Asia,Asia-Pacific,developing
Outbound,157,BELLA JUDI,9595371,Chornomorsk,Romania,Corn,"32,900",18-Sep-2022,25-Sep-2022,high-income,St. Vincent and the Grenadines,Europe & Central Asia,Eastern Europe,developed
Outbound,158,CPT. AHMAD II,9031430,Chornomorsk,Türkiye,Wheat,"4,030",18-Sep-2022,2-Oct-2022,upper-middle-income,Togo,Europe & Central Asia,Asia-Pacific,developing
Outbound,159,GENOA,9805659,Chornomorsk,Portugal,Canola,"22,000",18-Sep-2022,23-Sep-2022,high-income,Malta,Europe & Central Asia,Western Europe and Others,developed
Outbound +,159,GENOA,9805659,Chornomorsk,France,Canola,"29,256",18-Sep-2022,23-Sep-2022,high-income,Malta,Europe & Central Asia,Western Europe and Others,developed
Outbound,160,KAFKAM ETLER,9001112,Chornomorsk,Türkiye,Corn,"2,413",18-Sep-2022,29-Sep-2022,upper-middle-income,Türkiye,Europe & Central Asia,Asia-Pacific,developing
Outbound,161,KAUNAS,8311924,Chornomorsk,Türkiye,Corn,525,18-Sep-2022,24-Sep-2022,upper-middle-income,Panama,Europe & Central Asia,Asia-Pacific,developing
Outbound,162,RUBYMAR,9138898,Odesa,Egypt,Corn,"29,600",18-Sep-2022,27-Sep-2022,lower-middle income,Belize,Middle East & North Africa,Africa,developing
Outbound,163,SK FRIENDSHIP,8909446,Chornomorsk,Türkiye,Wheat,"6,900",18-Sep-2022,29-Sep-2022,upper-middle-income,Togo,Europe & Central Asia,Asia-Pacific,developing
Outbound,164,AKSON SARA,9475739,Yuzhny/Pivdennyi,Italy,Corn,"30,700",19-Sep-2022,30-Sep-2022,high-income,Panama,Europe & Central Asia,Western Europe and Others,developed
Outbound,165,ARCTURUS,9221334,Yuzhny/Pivdennyi,Spain,Wheat,"69,080",19-Sep-2022,29-Sep-2022,high-income,Liberia,Europe & Central Asia,Western Europe and Others,developed
Outbound,166,ESENCE,7827342,Chornomorsk,Türkiye,Wheat,"3,000",19-Sep-2022,29-Sep-2022,upper-middle-income,Palau,Europe & Central Asia,Asia-Pacific,developing
Outbound,167,FULMAR S,9370082,Odesa,Italy,Sunflower meal,"4,400",19-Sep-2022,26-Sep-2022,high-income,Barbados,Europe & Central Asia,Western Europe and Others,developed
Outbound +,167,FULMAR S,9370082,Odesa,Italy,Rapeseed meal,"3,400",19-Sep-2022,26-Sep-2022,high-income,Barbados,Europe & Central Asia,Western Europe and Others,developed
Outbound,168,GULMAR,9146962,Odesa,Spain,Wheat,"16,300",19-Sep-2022,26-Sep-2022,high-income,Türkiye,Europe & Central Asia,Western Europe and Others,developed
Outbound +,168,GULMAR,9146962,Odesa,Spain,Corn,"17,350",19-Sep-2022,26-Sep-2022,high-income,Türkiye,Europe & Central Asia,Western Europe and Others,developed
Outbound +,168,GULMAR,9146962,Odesa,Spain,Barley,"8,350",19-Sep-2022,26-Sep-2022,high-income,Türkiye,Europe & Central Asia,Western Europe and Others,developed
Outbound,169,TOMAHAWK,9737591,Yuzhny/Pivdennyi,China,Sunflower meal,"60,000",19-Sep-2022,30-Sep-2022,upper-middle-income,Liberia,East Asia & Pacific,Asia-Pacific,developing
Outbound,170,APHRODITE M,9450832,Chornomorsk,Spain,Sunflower seed,"18,150",20-Sep-2022,2-Oct-2022,high-income,Marshall Islands,Europe & Central Asia,Western Europe and Others,developed
Outbound,171,NIZAR,8324751,Odesa,Türkiye,Soya beans,"4,950",20-Sep-2022,4-Oct-2022,upper-middle-income,Sierra Leone,Europe & Central Asia,Asia-Pacific,developing
Outbound,172,NORAN,9175822,Chornomorsk,Türkiye,Wheat,"8,100",20-Sep-2022,2-Oct-2022,upper-middle-income,Palau,Europe & Central Asia,Asia-Pacific,developing
Outbound,173,NYMPHI,9615030,Chornomorsk,The Netherlands,Corn,"27,100",20-Sep-2022,30-Sep-2022,high-income,Panama,Europe & Central Asia,Western Europe and Others,developed
Outbound,174,PAULINE,9325350,Chornomorsk,Germany,Corn,"48,750",20-Sep-2022,30-Sep-2022,high-income,Liberia,Europe & Central Asia,Western Europe and Others,developed
Outbound,175,PGE RAIN,9005857,Odesa,Türkiye,Soya beans,"4,400",20-Sep-2022,28-Sep-2022,upper-middle-income,Panama,Europe & Central Asia,Asia-Pacific,developing
Outbound,176,RIDER,9017628,Odesa,Italy,Wheat,"9,751",20-Sep-2022,30-Sep-2022,high-income,Palau,Europe & Central Asia,Western Europe and Others,developed
Outbound,177,SSI PRIDE,9250579,Odesa,Bangladesh,Wheat,"46,500",20-Sep-2022,28-Sep-2022,lower-middle income,Panama,South Asia,Asia-Pacific,developing
Outbound,178,TINA S,9498432,Odesa,Italy,Corn,"33,000",20-Sep-2022,10-Oct-2022,high-income,Liberia,Europe & Central Asia,Western Europe and Others,developed
Outbound,179,BRIGHT STAR,9481960,Yuzhny/Pivdennyi,The Netherlands,Rapeseed,"32,493",21-Sep-2022,1-Oct-2022,high-income,Liberia,Europe & Central Asia,Western Europe and Others,developed
Outbound,180,CENK M,7382366,Chornomorsk,Türkiye,Sunflower seed,90,21-Sep-2022,8-Oct-2022,upper-middle-income,,Europe & Central Asia,Asia-Pacific,developing
Outbound,181,DS MANATEE,9255189,Odesa,Italy,Corn,"26,250",21-Sep-2022,1-Oct-2022,high-income,Marshall Islands,Europe & Central Asia,Western Europe and Others,developed
Outbound,182,LEONORA VICTORY,9283784,Yuzhny/Pivdennyi,China,Sunflower oil,"40,000",21-Sep-2022,1-Oct-2022,upper-middle-income,Norway,East Asia & Pacific,Asia-Pacific,developing
Outbound +,182,LEONORA VICTORY,9283784,Yuzhny/Pivdennyi,Malaysia,Sunflower oil,"4,000",21-Sep-2022,1-Oct-2022,upper-middle-income,Norway,East Asia & Pacific,Asia-Pacific,developing
Outbound,183,MED ISLAND,9322748,Yuzhny/Pivdennyi,Spain,Wheat,"27,500",21-Sep-2022,1-Oct-2022,high-income,Malta,Europe & Central Asia,Western Europe and Others,developed
Outbound,184,SEA INSPIRATION,9604782,Odesa,Spain,Wheat,"6,000",21-Sep-2022,1-Oct-2022,high-income,Panama,Europe & Central Asia,Western Europe and Others,developed
Outbound +,184,SEA INSPIRATION,9604782,Odesa,Spain,Barley,"11,000",21-Sep-2022,1-Oct-2022,high-income,Panama,Europe & Central Asia,Western Europe and Others,developed
Outbound +,184,SEA INSPIRATION,9604782,Odesa,Spain,Corn,"10,100",21-Sep-2022,1-Oct-2022,high-income,Panama,Europe & Central Asia,Western Europe and Others,developed
Outbound,185,SWIMMER,9033713,Chornomorsk,Türkiye,Sunflower meal,"2,950",21-Sep-2022,6-Oct-2022,upper-middle-income,Panama,Europe & Central Asia,Asia-Pacific,developing
Outbound,186,ALSU,9808742,Yuzhny/Pivdennyi,Egypt,Sunflower oil,"3,100",22-Sep-2022,3-Oct-2022,lower-middle income,Türkiye,Middle East & North Africa,Africa,developing
Outbound,187,ANT,9412311,Odesa,Türkiye,Barley,"4,500",22-Sep-2022,4-Oct-2022,upper-middle-income,Vanuatu,Europe & Central Asia,Asia-Pacific,developing
Outbound,188,BC VANESSA,9426855,Odesa,Afghanistan,Wheat,"30,000",22-Sep-2022,28-Sep-2022,low-income,Barbados,South Asia,Asia-Pacific,developing
Outbound,189,ELLIE M,9235854,Chornomorsk,Spain,Corn,"50,220",22-Sep-2022,10-Oct-2022,high-income,Marshall Islands,Europe & Central Asia,Western Europe and Others,developed
Outbound,190,MOHAMAD Y,8107000,Odesa,Türkiye,Wheat,"11,000",22-Sep-2022,3-Oct-2022,upper-middle-income,St. Kitts and Nevis,Europe & Central Asia,Asia-Pacific,developing
Outbound,191,ORIS MARINE,9179488,Odesa,Türkiye,Sunflower oil,"3,500",22-Sep-2022,2-Oct-2022,upper-middle-income,Liberia,Europe & Central Asia,Asia-Pacific,developing
Outbound,192,FORTUNA,9118252,Yuzhny/Pivdennyi,France,Sunflower meal,"10,252",23-Sep-2022,6-Oct-2022,high-income,Barbados,Europe & Central Asia,Western Europe and Others,developed
Outbound,193,GEM STAR,9496173,Yuzhny/Pivdennyi,The Netherlands,Corn,"31,039",23-Sep-2022,10-Oct-2022,high-income,Panama,Europe & Central Asia,Western Europe and Others,developed
Outbound,194,GUDENA,9280196,Chornomorsk,Türkiye,Sunflower oil,"3,860",23-Sep-2022,4-Oct-2022,upper-middle-income,Panama,Europe & Central Asia,Asia-Pacific,developing
Outbound,195,LADY AYANA,9196395,Chornomorsk,Italy,Corn,"27,000",23-Sep-2022,14-Oct-2022,high-income,Barbados,Europe & Central Asia,Western Europe and Others,developed
Outbound,196,MAVKA,9284647,Yuzhny/Pivdennyi,Romania,Sunflower oil,"11,950",23-Sep-2022,4-Oct-2022,high-income,Panama,Europe & Central Asia,Eastern Europe,developed
Outbound,197,MERRY M,8418265,Chornomorsk,Türkiye,Sunflower meal,"4,450",23-Sep-2022,6-Oct-2022,upper-middle-income,Comoros,Europe & Central Asia,Asia-Pacific,developing
Outbound,198,MO GAN SHAN,9663099,Chornomorsk,Bangladesh,Wheat,"57,311",23-Sep-2022,3-Oct-2022,lower-middle income,Marshall Islands,South Asia,Asia-Pacific,developing
Outbound,199,NIL DEMIR,8003814,Chornomorsk,Türkiye,Peas,"3,700",23-Sep-2022,4-Oct-2022,upper-middle-income,Panama,Europe & Central Asia,Asia-Pacific,developing
Outbound,200,OLMA,8004806,Chornomorsk,Türkiye,Soya beans,"5,150",23-Sep-2022,3-Oct-2022,upper-middle-income,Honduras,Europe & Central Asia,Asia-Pacific,developing
Outbound,201,SEA DOVE,8202525,Chornomorsk,Italy,Corn,"33,000",23-Sep-2022,9-Oct-2022,high-income,Palau,Europe & Central Asia,Western Europe and Others,developed
Outbound,202,TZAREVICH,9145229,Chornomorsk,Bulgaria,Sunflower meal,"10,000",23-Sep-2022,6-Oct-2022,upper-middle-income,Malta,Europe & Central Asia,Eastern Europe,developed
Outbound,203,ZEKO Y,8027573,Odesa,Türkiye,Wheat,"8,200",23-Sep-2022,3-Oct-2022,upper-middle-income,Liberia,Europe & Central Asia,Asia-Pacific,developing
Outbound,204,BAHAR K,8884555,Chornomorsk,Türkiye,Soya beans,"7,700",24-Sep-2022,7-Oct-2022,upper-middle-income,Vanuatu,Europe & Central Asia,Asia-Pacific,developing
Outbound,205,DANO,8609175,Odesa,Türkiye,Wheat,"6,600",24-Sep-2022,14-Oct-2022,upper-middle-income,Togo,Europe & Central Asia,Asia-Pacific,developing
Outbound,206,DS SOFIE BULKER,9310604,Odesa,Spain,Barley,"10,650",24-Sep-2022,5-Oct-2022,high-income,Marshall Islands,Europe & Central Asia,Western Europe and Others,developed
Outbound +,206,DS SOFIE BULKER,9310604,Odesa,Spain,Corn,"6,200",24-Sep-2022,5-Oct-2022,high-income,Marshall Islands,Europe & Central Asia,Western Europe and Others,developed
Outbound +,206,DS SOFIE BULKER,9310604,Odesa,Spain,Wheat,"10,950",24-Sep-2022,5-Oct-2022,high-income,Marshall Islands,Europe & Central Asia,Western Europe and Others,developed
Outbound,207,GANOSAYA,9151400,Odesa,Libya,Barley,"15,000",24-Sep-2022,9-Oct-2022,upper-middle-income,Cook Islands,Middle East & North Africa,Africa,developing
Outbound,208,MUBARIZ IBRAHIMOV,9575292,Odesa,Italy,Sunflower oil,"6,000",24-Sep-2022,5-Oct-2022,high-income,Liberia,Europe & Central Asia,Western Europe and Others,developed
Outbound,209,SAXONA,9371024,Chornomorsk,Greece,Corn,"5,000",24-Sep-2022,5-Oct-2022,high-income,Liberia,Europe & Central Asia,Western Europe and Others,developed
Outbound,210,ASPASIA LUCK,9223485,Yuzhny/Pivdennyi,Spain,Corn,"63,029",25-Sep-2022,9-Oct-2022,high-income,Liberia,Europe & Central Asia,Western Europe and Others,developed
Outbound,211,ATA-2,9387669,Yuzhny/Pivdennyi,Italy,Corn,"5,960",25-Sep-2022,13-Oct-2022,high-income,Vanuatu,Europe & Central Asia,Western Europe and Others,developed
Outbound,212,BLUE STAR,8421705,Chornomorsk,Türkiye,Mixed,"2,000",25-Sep-2022,9-Oct-2022,upper-middle-income,Panama,Europe & Central Asia,Asia-Pacific,developing
Outbound,213,CHIOS FREEDOM,9680255,Odesa,The Netherlands,Rapeseed,"32,700",25-Sep-2022,8-Oct-2022,high-income,Marshall Islands,Europe & Central Asia,Western Europe and Others,developed
Outbound,214,CORNELIA,9216597,Chornomorsk,Tunisia,Wheat,"23,500",25-Sep-2022,14-Oct-2022,lower-middle income,Liberia,Middle East & North Africa,Africa,developing
Outbound,215,HERMES,9071052,Chornomorsk,Greece,Wheat,"5,029",25-Sep-2022,8-Oct-2022,high-income,Palau,Europe & Central Asia,Western Europe and Others,developed
Outbound,216,MOONLIGHT,9536301,Odesa,Georgia,Soya beans,"6,000",25-Sep-2022,8-Oct-2022,upper-middle-income,Panama,Europe & Central Asia,Eastern Europe,developing
Outbound,217,STELLAR LADY,9574004,Chornomorsk,Belgium,Rapeseed,"39,763",25-Sep-2022,9-Oct-2022,high-income,Marshall Islands,Europe & Central Asia,Western Europe and Others,developed
Outbound,218,SUPER MARTINELLI,9542831,Chornomorsk,Algeria,Wheat,"31,500",25-Sep-2022,7-Oct-2022,lower-middle income,Barbados,Middle East & North Africa,Africa,developing
Outbound,219,KARTERIA,9236092,Yuzhny/Pivdennyi,The Netherlands,Corn,"46,130",26-Sep-2022,11-Oct-2022,high-income,Malta,Europe & Central Asia,Western Europe and Others,developed
Outbound,220,MAINLAND,9431056,Odesa,Türkiye,Sunflower oil,"7,250",26-Sep-2022,9-Oct-2022,upper-middle-income,Malta,Europe & Central Asia,Asia-Pacific,developing
Outbound,221,NEW FAITH,9191034,Odesa,Türkiye,Corn,"28,193",26-Sep-2022,10-Oct-2022,upper-middle-income,Belize,Europe & Central Asia,Asia-Pacific,developing
Outbound,222,USICHEM,9344344,Odesa,Spain,Sunflower oil,"6,600",26-Sep-2022,10-Oct-2022,high-income,Malta,Europe & Central Asia,Western Europe and Others,developed
Outbound,223,CHIOS SUNRISE,9639907,Odesa,Spain,Wheat,"11,000",27-Sep-2022,11-Oct-2022,high-income,Marshall Islands,Europe & Central Asia,Western Europe and Others,developed
Outbound +,223,CHIOS SUNRISE,9639907,Odesa,Spain,Corn,"42,600",27-Sep-2022,11-Oct-2022,high-income,Marshall Islands,Europe & Central Asia,Western Europe and Others,developed
Outbound,224,IRENE MADIAS,9567154,Yuzhny/Pivdennyi,Republic of Korea,Corn,"60,000",27-Sep-2022,14-Oct-2022,high-income,Liberia,East Asia & Pacific,Asia-Pacific,developed
Outbound,225,LEADER M,9217797,Yuzhny/Pivdennyi,Bulgaria,Sunflower pellets,"8,800",27-Sep-2022,14-Oct-2022,upper-middle-income,Barbados,Europe & Central Asia,Eastern Europe,developed
Outbound,226,MARAN EXCELLENCE,9703241,Yuzhny/Pivdennyi,Spain,Barley,"66,000",27-Sep-2022,13-Oct-2022,high-income,Malta,Europe & Central Asia,Western Europe and Others,developed
Outbound +,226,MARAN EXCELLENCE,9703241,Yuzhny/Pivdennyi,Spain,Wheat,"32,600",27-Sep-2022,13-Oct-2022,high-income,Malta,Europe & Central Asia,Western Europe and Others,developed
Outbound +,226,MARAN EXCELLENCE,9703241,Yuzhny/Pivdennyi,Spain,Corn,"16,000",27-Sep-2022,13-Oct-2022,high-income,Malta,Europe & Central Asia,Western Europe and Others,developed
Outbound,227,NAZENIN,9545508,Chornomorsk,France,Rapeseed,"30,350",27-Sep-2022,14-Oct-2022,high-income,Marshall Islands,Europe & Central Asia,Western Europe and Others,developed
Outbound,228,NIMET TORLAK,9282948,Chornomorsk,Türkiye,Wheat,"17,325",27-Sep-2022,12-Oct-2022,upper-middle-income,Liberia,Europe & Central Asia,Asia-Pacific,developing
Outbound,229,NORD VIND,9573921,Odesa,Tunisia,Wheat,"27,250",27-Sep-2022,11-Oct-2022,lower-middle income,Barbados,Middle East & North Africa,Africa,developing
Outbound,230,PEACE M,9086318,Odesa,Romania,Corn,"24,718",27-Sep-2022,11-Oct-2022,high-income,Palau,Europe & Central Asia,Eastern Europe,developed
Outbound,231,SARA,9259020,Odesa,Türkiye,Soya beans,"8,000",27-Sep-2022,5-Oct-2022,upper-middle-income,Palau,Europe & Central Asia,Asia-Pacific,developing
Outbound,232,ALMERAY,9300910,Yuzhny/Pivdennyi,Libya,Corn,"32,400",28-Sep-2022,14-Oct-2022,upper-middle-income,St. Vincent and the Grenadines,Middle East & North Africa,Africa,developing
Outbound,233,DAYTONA DYNAMIC,8914726,Chornomorsk,Romania,Corn,"26,000",28-Sep-2022,14-Oct-2022,high-income,Comoros,Europe & Central Asia,Eastern Europe,developed
Outbound,234,FREZYA S,9353022,Chornomorsk,Italy,Sunflower meal,"5,350",28-Sep-2022,12-Oct-2022,high-income,Panama,Europe & Central Asia,Western Europe and Others,developed
Outbound,235,MAGNUM FORTUNE,9488970,Chornomorsk,Bangladesh,Wheat,"51,175",28-Sep-2022,17-Oct-2022,lower-middle income,Liberia,South Asia,Asia-Pacific,developing
Outbound,236,ADAM A,9114543,Yuzhny/Pivdennyi,Türkiye,Wheat,"27,700",29-Sep-2022,17-Oct-2022,upper-middle-income,Palau,Europe & Central Asia,Asia-Pacific,developing
Outbound,237,NAVIN KESTREL,9381811,Chornomorsk,Türkiye,Sunflower meal,"5,250",29-Sep-2022,17-Oct-2022,upper-middle-income,Marshall Islands,Europe & Central Asia,Asia-Pacific,developing
Outbound,238,PATRONUS,9320324,Chornomorsk,Tunisia,Wheat,"27,500",29-Sep-2022,22-Oct-2022,lower-middle income,Bahamas,Middle East & North Africa,Africa,developing
Outbound,239,BESIKTAS ICELAND,9395367,Odesa,Türkiye,Sunflower oil,"6,600",30-Sep-2022,15-Oct-2022,upper-middle-income,Malta,Europe & Central Asia,Asia-Pacific,developing
Outbound,240,BLUE ONE,9585651,Chornomorsk,Italy,Corn,"32,300",30-Sep-2022,23-Oct-2022,high-income,Liberia,Europe & Central Asia,Western Europe and Others,developed
Outbound,241,ELEANORA,9211107,Yuzhny/Pivdennyi,Italy,Corn,"6,300",30-Sep-2022,17-Oct-2022,high-income,Panama,Europe & Central Asia,Western Europe and Others,developed
Outbound,242,AHMET CAN,9368182,Yuzhny/Pivdennyi,Greece,Wheat,"3,200",1-Oct-2022,20-Oct-2022,high-income,Panama,Europe & Central Asia,Western Europe and Others,developed
Outbound,243,FORTUNE EXPRESS,9181728,Chornomorsk,Italy,Corn,"27,500",1-Oct-2022,18-Oct-2022,high-income,Türkiye,Europe & Central Asia,Western Europe and Others,developed
Outbound,244,IASOS,9233882,Yuzhny/Pivdennyi,Spain,Wheat,"50,800",1-Oct-2022,19-Oct-2022,high-income,Türkiye,Europe & Central Asia,Western Europe and Others,developed
Outbound,245,LADY DIVINA,9354052,Yuzhny/Pivdennyi,France,Sunflower meal,"13,200",1-Oct-2022,18-Oct-2022,high-income,Barbados,Europe & Central Asia,Western Europe and Others,developed
Outbound,246,PS DREAM,9358307,Chornomorsk,India,Sunflower oil,"25,000",1-Oct-2022,15-Oct-2022,lower-middle income,Panama,South Asia,Asia-Pacific,developing
Outbound,247,QUEEN LILA,9303376,Odesa,Libya,Barley,"29,000",1-Oct-2022,24-Oct-2022,upper-middle-income,Belize,Middle East & North Africa,Africa,developing
Outbound,248,STELLINA,9674933,Odesa,Spain,Wheat,"25,000",1-Oct-2022,16-Oct-2022,high-income,Liberia,Europe & Central Asia,Western Europe and Others,developed
Outbound,249,BC RAEDA,9487598,Yuzhny/Pivdennyi,Spain,Wheat,"24,000",2-Oct-2022,18-Oct-2022,high-income,Barbados,Europe & Central Asia,Western Europe and Others,developed
Outbound,250,DOGA K,9100530,Chornomorsk,Tunisia,Wheat,"10,000",2-Oct-2022,17-Oct-2022,lower-middle income,Comoros,Middle East & North Africa,Africa,developing
Outbound,251,LILA II,9498315,Chornomorsk,Spain,Corn,"32,700",2-Oct-2022,23-Oct-2022,high-income,Liberia,Europe & Central Asia,Western Europe and Others,developed
Outbound,252,RIZABEY,9197117,Odesa,Italy,Wheat,"22,923",2-Oct-2022,18-Oct-2022,high-income,Panama,Europe & Central Asia,Western Europe and Others,developed
Outbound,253,SANN TRO,9110315,Odesa,Spain,Wheat,"26,500",2-Oct-2022,19-Oct-2022,high-income,St. Vincent and the Grenadines,Europe & Central Asia,Western Europe and Others,developed
Outbound,254,FPMC B 201,9468229,Odesa,Portugal,Corn,"33,000",3-Oct-2022,18-Oct-2022,high-income,Liberia,Europe & Central Asia,Western Europe and Others,developed
Outbound,255,KALLIOPI S,9450844,Yuzhny/Pivdennyi,The Netherlands,Corn,"33,274",3-Oct-2022,23-Oct-2022,high-income,Liberia,Europe & Central Asia,Western Europe and Others,developed
Outbound,256,MICHALIS,9545510,Odesa,Portugal,Corn,"18,716",3-Oct-2022,19-Oct-2022,high-income,Marshall Islands,Europe & Central Asia,Western Europe and Others,developed
Outbound +,256,MICHALIS,9545510,Odesa,Portugal,Wheat,"7,757",3-Oct-2022,19-Oct-2022,high-income,Marshall Islands,Europe & Central Asia,Western Europe and Others,developed
Outbound +,256,MICHALIS,9545510,Odesa,Portugal,Barley,"6,834",3-Oct-2022,19-Oct-2022,high-income,Marshall Islands,Europe & Central Asia,Western Europe and Others,developed
Outbound,257,NAVIN FALCON,9492933,Yuzhny/Pivdennyi,Italy,Wheat,"6,600",3-Oct-2022,23-Oct-2022,high-income,Marshall Islands,Europe & Central Asia,Western Europe and Others,developed
Outbound,258,NEW VICTORY,9159050,Yuzhny/Pivdennyi,Türkiye,Wheat,"25,500",3-Oct-2022,25-Oct-2022,upper-middle-income,Belize,Europe & Central Asia,Asia-Pacific,developing
Outbound,259,SAFFET AGA,9376282,Chornomorsk,Türkiye,Corn,"3,100",3-Oct-2022,21-Oct-2022,upper-middle-income,Palau,Europe & Central Asia,Asia-Pacific,developing
Outbound,260,SPRING,8408650,Chornomorsk,Egypt,Corn,"8,000",3-Oct-2022,21-Oct-2022,lower-middle income,Comoros,Middle East & North Africa,Africa,developing
Outbound,261,ARGO 1,9583897,Chornomorsk,Egypt,Corn,"31,290",4-Oct-2022,27-Oct-2022,lower-middle income,Panama,Middle East & North Africa,Africa,developing
Outbound,262,BARON,7352476,Chornomorsk,Türkiye,Soya beans,"5,500",4-Oct-2022,23-Oct-2022,upper-middle-income,Equatorial Guinea,Europe & Central Asia,Asia-Pacific,developing
Outbound,263,BC CALLISTO,9400916,Chornomorsk,Algeria,Wheat,"30,450",4-Oct-2022,20-Oct-2022,lower-middle income,Barbados,Middle East & North Africa,Africa,developing
Outbound,264,CHRYSSA K,9595852,Yuzhny/Pivdennyi,The Netherlands,Corn,"30,000",4-Oct-2022,20-Oct-2022,high-income,Liberia,Europe & Central Asia,Western Europe and Others,developed
Outbound +,264,CHRYSSA K,9595852,Yuzhny/Pivdennyi,Germany,Corn,"38,000",4-Oct-2022,20-Oct-2022,high-income,Liberia,Europe & Central Asia,Western Europe and Others,developed
Outbound,265,INANDI,8332100,Odesa,Türkiye,Barley,"2,750",4-Oct-2022,21-Oct-2022,upper-middle-income,Panama,Europe & Central Asia,Asia-Pacific,developing
Outbound,266,PRETTY LADY,9223174,Chornomorsk,United Kingdom,Rapeseed,"41,650",4-Oct-2022,20-Oct-2022,high-income,Malta,Europe & Central Asia,Western Europe and Others,developed
Outbound,267,SAM,7510884,Odesa,Türkiye,Corn,"3,000",4-Oct-2022,25-Oct-2022,upper-middle-income,Togo,Europe & Central Asia,Asia-Pacific,developing
Outbound,268,SSI RELIANCE,9655224,Chornomorsk,Spain,Corn,"33,860",4-Oct-2022,23-Oct-2022,high-income,Marshall Islands,Europe & Central Asia,Western Europe and Others,developed
Outbound,269,BRIZA,9286815,Odesa,Italy,Soya beans,"6,600",5-Oct-2022,21-Oct-2022,high-income,Cook Islands,Europe & Central Asia,Western Europe and Others,developed
Outbound,270,MRC LINA,9462299,Yuzhny/Pivdennyi,Türkiye,Sunflower oil,"7,700",5-Oct-2022,17-Oct-2022,upper-middle-income,Malta,Europe & Central Asia,Asia-Pacific,developing
Outbound,271,NEW EXPLORER,9481489,Yuzhny/Pivdennyi,China,Sunflower meal,"60,000",5-Oct-2022,23-Oct-2022,upper-middle-income,Liberia,East Asia & Pacific,Asia-Pacific,developing
